operator,binding_energy,repressor,inducer_uM,m0p0,m1p0,m2p0,m3p0,m4p0,m5p0,m6p0,m0p1,m1p1,m0p2,m2p1,m1p2,m0p3,m3p1,m2p2,m1p3,m0p4,m4p1,m3p2,m2p3,m1p4,m0p5,m5p1,m4p2,m3p3,m2p4,m1p5,m0p6
O1,-15.3,0,0,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,0.1,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,5,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,10,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,25,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,50,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,75,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,100,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,250,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,500,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,1000,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,0,5000,1.0000018662756416,18.355678949183037,443.52792008674965,13165.55741574422,458335.72930442676,18131971.382883914,797772035.2440224,9482.109964635012,185562.56581289115,95296741.93622477,4701315.272879237,1979295095.7185495,1015689892593.6544,144194033.85316938,52228662107.43435,22215691466381.375,1.1445037052045604e+16,5131732384.980574,1645564997520.1223,606026645800261.1,2.61157621765982e+17,1.3556077335018065e+20,206095263496.3073,59619437279883.555,1.9507216153511124e+16,7.312704631813349e+18,3.197255478118852e+21,1.6759445354666268e+24
O1,-15.3,22,0,1.0000000027834337,0.6549943707979445,4.459619807654036,54.64466219421341,983.7898246477553,23187.081975935165,669624.2645344044,338.3545749797219,308.3706093775332,160343.40715901516,2274.9282991413597,192833.13312023436,100699909.82171038,29669.984534207815,1517244.1812550172,152476398.8781365,80521065110.93027,560601.1183493343,20724950.117625237,1261781681.3989973,146817374373.53006,79207569163180.42,13753196.27890708,405453176.7862502,17838520926.392265,1263455813129.4683,167120655625456.12,9.295454247363491e+16
O1,-15.3,22,0.1,0.9999999995680997,0.6578455778413466,4.485365488629008,55.028842015721324,991.7638012279659,23396.698771855004,676229.6834448795,339.82744211930765,310.83336420486813,161618.83904833972,2296.336590718842,194977.78724317966,101815293.37949544,29986.658519873476,1536310.1472450064,154600844.65147465,81637324012.46263,567193.8084086605,21012032.141873825,1281218990.104893,149243058797.89035,80507178232988.86,13927956.733490355,411521767.4769675,18136758794.61061,1286226022438.6252,170287793555611.84,9.469995264471085e+16
O1,-15.3,22,5,1.0000000293672076,1.3255910049071078,11.773474234296481,180.60098905537023,3916.0104965586443,108023.57735190705,3571831.552458357,684.7689005531378,1153.208338483272,597151.48986217,11097.58321880594,1245197.0037183727,646342161.6928164,181163.98130009335,12806814.089911759,1621871231.4943194,848615075351.3658,4124042.471653039,219483281.48500636,17597892680.724842,2486043862647.8257,1321274220050692.0,118401118.95645504,5187543119.2009,313177110917.6078,28144053687140.324,4390291999293595.5,2.386539139146234e+18
O1,-15.3,22,10,1.0000000346023217,2.7505840490804068,33.82659457018885,664.1646710276635,17419.135518961924,559344.438466858,20947949.096179295,1420.886620662105,4699.786736839044,2426894.467065922,62490.41860273193,9509557.221155293,4914856612.110467,1301379.9606900765,135046029.41606522,22372249087.608448,11627834738027.17,35692328.25892812,2948517764.1278186,335245221531.5223,60135539527041.88,3.161595772610541e+16,1187203745.3082407,83795884500.15451,7599153584490.167,940783425555201.1,1.8174397549075386e+17,9.714932943010837e+19
O1,-15.3,22,25,1.0000009954436564,7.6480663566988,143.9622213895084,3725.075063844813,118639.42150472985,4405709.961679763,184825605.81591946,3950.809721901647,34370.713898474794,17693999.13837503,690511.3697206446,173389124.47599795,89172047800.99188,18706221.94726295,3680746853.202552,970808052474.3041,500816134229158.8,615423439.8782469,103477356621.3768,21555665168194.758,5962066891764210.0,3.0980844533017636e+18,23401004687.85544,3493567467543.434,624066496868227.1,1.3720020046371637e+17,3.970355046650888e+19,2.08492467359036e+22
O1,-15.3,22,50,0.9999996869631286,12.308523888322505,269.45026581988037,7592.015504618942,255677.207097581,9881408.549839878,427243384.2503996,6358.293412162103,86320.20308026418,44374144.26320869,1997750.912418133,659297203.5800313,338483032630.4789,58495395.5497404,15996566723.507261,5442550049104.528,2802526845958408.0,2022698812.911206,483245424968.307,137232322228911.23,4.814235350213653e+16,2.495882597929725e+19,79640127394.26459,17067330546303.854,4249582285056809.0,1.2513482007306437e+18,4.5230080498815114e+20,2.3673025786522522e+23
O1,-15.3,22,75,1.0000003115723726,14.294744227575084,325.6716733210976,9374.66771628175,320072.0523376516,12490502.436666273,543986628.7419652,7384.3260327429525,115079.87920903668,59134276.61723693,2763140.634264507,997859007.8632267,512142041615.03186,82472466.92651266,25055191042.67104,9263320682988.861,4769650206813319.0,2886178884.649786,770233299247.7668,241226248289927.7,9.139277273274507e+16,4.738658316416972e+19,114582471881.4614,27494934847024.41,7591390049196774.0,2.449324502332342e+18,9.509079851863487e+20,4.977543615691057e+23
O1,-15.3,22,100,1.0000002638884662,15.288319449671492,354.19541069196026,10286.429831189755,353186.87885014515,13837527.33068843,604441312.0940212,7897.583482305696,130895.61916626079,67249782.3781382,3191555.994295515,1200736442.0797474,616212029661.5289,96013298.79794763,30582104487.852787,11739749979318.602,6045157917443832.0,3376530469.3251157,946880656674.9387,309828979634871.6,1.215236763036553e+17,6.302118695624099e+19,134501573557.35178,33947468465126.34,9814666659286764.0,3.2982703101403336e+18,1.32225094735722e+21,6.92296684279995e+23
O1,-15.3,22,250,0.9999988518300973,16.902940158415696,401.00584258767987,11791.168715004225,408045.2387708395,16075166.594021974,705078525.5621452,8731.66314129763,158585.71278932903,81456825.68578109,3951408.6717174454,1581055716.786523,811332130945.5984,120185548.54117608,41083746091.947975,16684693857989.678,8593271577358659.0,4255388488.307756,1284722745482.0002,448664915692380.5,1.853255767276257e+17,9.615062680501882e+19,170301308816.59305,46336402311833.02,1.4342812106243378e+16,5.119701499688885e+18,2.1528770572314437e+21,1.1278087888708524e+24
O1,-15.3,22,500,0.9999990881891198,17.34676651195759,413.9596211204087,12209.17136139766,423323.59869189444,16699527.257335229,733199151.4971924,8960.928569763984,166622.08506226545,85579797.81843747,4173911.746174376,1696968693.4192212,870808416666.514,127295007.92444414,44313910139.778625,18260303887848.477,9405482740267704.0,4514578535.630391,1389095637901.7517,493302243573467.4,2.064988762484223e+17,1.0715106675158313e+20,180878994953.73984,50173873167183.28,1.5804836511896028e+16,5.729451841410688e+18,2.439053246908528e+21,1.277952231796768e+24
O1,-15.3,22,1000,1.0000010043086678,17.543998671207667,419.72684797719177,12395.47133569201,430137.90834230627,16978144.11063175,745752814.3186598,9062.812594511566,170251.31419777274,87441703.34388943,4274652.230235828,1750085831.636936,898064692476.5192,130517954.40720044,45798094392.16345,18992044148824.09,9782733944545484.0,4632169172.28605,1437113659125.4927,514087492988326.75,2.1645389321362077e+17,1.123240684234438e+20,185680497868.54965,51940688154196.734,1.6486467963907466e+16,6.016877761762505e+18,2.5751468526569993e+21,1.349369417237821e+24
O1,-15.3,22,5000,1.000000016599395,17.68851030678017,423.95680376333775,12532.191022476587,435140.6317366843,17182747.439013764,754973601.4429643,9137.466948278,172933.54286831323,88817780.7598654,4349206.106209702,1789647663.684414,918365952360.291,132904701.58722496,46905064913.46304,19540904531707.016,1.0065721081232204e+16,4719286129.677514,1472951436241.207,529699550236619.75,2.2396951302130422e+17,1.1622986427270018e+20,189238681681.99466,53259854430269.555,1.6998780462010236e+16,6.234164912590249e+18,2.678511054638446e+21,1.4036176915777067e+24
O1,-15.3,260,0,1.0000000000003457,0.05729406321550611,0.2640200466486301,2.2377741126480313,28.972722566121554,506.0840215643356,11094.546057686795,29.59675565197946,6.453654467701365,3447.6416535687435,32.50528300404081,1400.939589759059,757377.5842181213,295.54875101733256,7456.1303768042535,459924.3107163023,256769912.35001418,4027.4524253697177,70314.44417499346,2534215.1203053547,203081037.51447508,120072524133.10556,73256.81924233417,980460.6849537115,24416767.91061477,1144546380.449971,112702335369.2592,71780448430548.7
O1,-15.3,260,0.1,0.9999999999998467,0.05755192553772307,0.26526786668410796,2.2488580951045756,29.122366843933456,508.7995740868974,11156.2142881203,29.729961225138243,6.491620764773346,3467.757591814245,32.703149132086,1410.3058647015673,762398.1351526544,297.4087098541273,7507.624337195716,463276.5630148685,258617091.95722207,4053.588852051154,70815.64272742759,2553312.380977847,204666785.60915673,120991309075.5982,73746.01292857125,987656.8120448552,24606662.996883452,1153796425.4800565,113636424178.14055,72359128617356.64
O1,-15.3,260,5,1.000000000008536,0.12010510516530586,0.5834521864589395,5.2123800999704235,70.86309103614242,1296.0828893199537,29686.626313506556,62.043451843715204,18.06186002361557,9564.40427479152,95.5418599755204,4688.3544773182075,2507857.2090047016,912.2928068456954,26280.402109512248,1765167.295796837,968345841.6244378,13021.043031054684,260985.821536836,10293429.017648246,877120512.7430601,503795076410.5183,247527.01791580007,3822312.0400980245,104815075.17997581,5257361911.140767,542450408228.3438,331244222981454.94
O1,-15.3,260,10,1.0000000000340052,0.26974224786449735,1.465848760881027,14.601323495220893,219.20805022376285,4394.42818748117,109667.50958619754,139.34245492840265,64.79244359762853,33970.829813008844,382.0562162675656,23441.89169379685,12381252.957270943,4054.5627539920647,146942.25091995564,11542671.583107568,6204155263.222498,63814.622441285705,1627012.804417601,75693981.31431508,7250564046.722922,4026442644547.545,1329114.8436057027,26377011.205538377,863144910.9327277,49163687318.04345,5555752170397.449,3227790070005895.5
O1,-15.3,260,25,1.0000000022253135,1.0461486441609302,8.4341620532243,119.49959741981976,2429.5545258461234,63528.38486017505,2007553.2757645408,540.4156023537392,736.4594723631309,381804.37400367274,6433.423489573101,656314.7334275532,341273798.03918946,97025.1657455934,6124199.102228462,715755301.538057,375518578959.66345,2071378.436240733,96909337.34026289,7040052978.0481205,928603937374.3572,495692724052920.44,56397063.3740606,2146902724.7149603,115577943701.41771,9520807495226.88,1399729934380796.2,7.660211060039789e+17
O1,-15.3,260,50,0.9999995636911435,2.6968946334205013,32.8704863702799,641.287100434775,16739.838349396312,535567.7057510574,19998820.356774878,1393.1518337579564,4523.464354667421,2335991.8261332624,59616.70410354663,8994450.140085287,4649106683.213307,1233834.96475522,126617878.88074198,20812850466.81165,10819081813459.291,33686198.54162532,2747662359.07694,309178590104.68384,55066309810957.414,2.895836077758564e+16,1116591694.4575787,77743102964.03653,6966133105687.476,854059477133247.8,1.6391805980868144e+17,8.76560067782449e+19
O1,-15.3,260,75,1.0000002443333984,4.212566518191321,62.62297340766664,1399.5909727115043,40310.430990156405,1390109.4599720037,55080447.56560318,2176.1120701197806,10766.076377960935,5552230.119338879,172383.64282251964,31871108.26190707,16437077516.906374,4068264.351729641,543392304.9876307,107659962493.30151,55769239354235.3,121974623.66031212,13399822217.82593,1932293010543.181,408848111769192.8,2.1379858769553293e+17,4337217001.557633,414838683198.7247,49342553181587.58,7646397845080716.0,1.721196232700981e+18,9.124522953842051e+20
O1,-15.3,260,100,1.00000065453104,5.44499168739823,90.09008265851357,2156.1402448255735,65135.245890724174,2327282.083689715,94788050.54676001,2812.7533846164856,17747.11974328994,9145529.86270852,315191.4820288395,66133138.56903786,34065039786.028015,7938248.813923003,1247082231.3565454,278007849753.4266,143738872509090.97,248830842.81687868,32728244794.81509,5505522904677.401,1300615725014580.8,6.781077510863487e+17,9139802875.64879,1056566070002.3214,149288796030386.66,2.6785258273705976e+16,6.684522778333777e+18,3.5276524863758784e+21
O1,-15.3,260,250,1.0000003870166305,9.106407056646024,181.93982677868732,4872.584017505946,158763.37089222026,5993225.18660293,254574487.08622396,4704.153990126045,48223.10443367715,24811983.47115452,1024867.5055940303,283711850.8461213,145803051601.1493,28657483.380744066,6353388757.141679,1835729072483.1694,946144056948656.9,962348885.4082335,183960548741.97137,42898527622240.93,1.2923101399579492e+16,6.706832919829005e+18,37125318329.639725,6328079765078.284,1276922628374824.5,3.123823525434084e+17,9.793660907115386e+19,5.1335626954292725e+22
O1,-15.3,260,500,0.9999984653335455,10.878513852333002,229.7992593295351,6349.598561474177,211154.20765722718,8087931.219066278,347351728.83242214,5619.585901583709,68023.9644626525,34981276.55289585,1523036.5576822176,467218466.558932,239955571883.74124,43816337.94172192,10989875133.149178,3494168546753.1895,1799718389831276.0,1498358577.4520113,326676810268.6925,85558433543252.53,2.818199158467894e+16,1.4614039562562363e+19,58541454997.82222,11423209646390.47,2609989793014138.0,7.123544245705428e+17,2.427912757724869e+20,1.2711777865371088e+23
O1,-15.3,260,1000,0.9999993978766025,11.86712877745724,257.12781740583387,7204.396101038236,241750.0615748567,9319321.867677288,402168200.2807539,6130.278355566043,80454.92717494551,41363339.86300001,1844347.7497191501,595582007.418575,305801264241.9065,53732330.12118864,14322433723.404568,4775850484218.208,2459367410887791.0,1852120813.4156015,430682382777.9385,119413089359538.58,4.1115373927443256e+16,2.1316612830386405e+19,72764003316.32034,15167877639701.168,3682029030223138.0,1.0601843243444932e+18,3.765901174084639e+20,1.971156033304996e+23
O1,-15.3,260,5000,1.0000008051493545,12.696455754236577,280.33589191295204,7935.449875649524,268041.3265827136,10381136.033052173,449561419.40084535,6558.687230947354,91634.09667215707,47101692.991945855,2137608.805769574,718664175.6875314,368933932972.89276,62851896.173144765,17566532676.31513,6080133889766.503,3130722219892798.0,2179032123.935969,532696367439.3983,154382297003971.44,5.5027690180105976e+16,2.85280628720039e+19,85950881102.1321,18857810522757.145,4797527287920565.0,1.4398299851363643e+18,5.281937882209301e+20,2.7644556329278044e+23
O1,-15.3,1740,0,1.0000000000000635,0.008583971673172692,0.03786602492721054,0.3070555089592593,3.813873772324303,64.03756332213955,1351.3621195313185,4.434276395859014,0.715511635095082,386.9206326139913,3.4694261677287694,132.14615166357194,72442.21167787793,30.348967460060432,674.1961489442581,38517.52207603258,22013112.347859383,398.5074650472272,6091.579007537349,202108.40680033658,15343038.53661943,9428039389.648684,6994.177131877295,81529.93361998997,1856516.9693877043,81820829.9617992,7735004695.25369,5206839805372.69
O1,-15.3,1740,0.1,1.0000000000003482,0.008622708697449804,0.03803826373946555,0.30846344681969146,3.8314932466528124,64.33552399805028,1357.693195515268,4.454287026731217,0.718941411791184,388.77026568480613,3.486159682051345,132.79784449726876,72798.4171211697,30.496269785272407,677.5442690913178,38711.31868523004,22123327.621450026,400.4534215455782,6122.0446907196965,203133.68509446149,15421573.477084834,9475917203.351784,7028.530206403732,81940.44434930768,1866010.0557142168,82243582.87815142,7775235789.5901985,5233621019511.592
O1,-15.3,1740,5,1.0000000000002656,0.018047181472288704,0.0803050817619207,0.6569817550858602,8.228523355945647,139.26784695555497,2961.6826947327504,9.322746378625839,1.607014887382136,866.4256733063487,7.849055595977608,306.7997245597422,167627.807080203,69.17335325815287,1578.3882463848406,91600.20385115978,52056252.358208895,914.8617245914517,14383.074957670196,485453.26843064796,37260322.448505685,22684908439.828808,16168.781188515419,194082.49028555708,4502767.955818189,200996958.57003817,19159084056.105816,12727321123432.951
O1,-15.3,1740,10,1.000000000000252,0.04081649781636507,0.18538326553859225,1.5484816124618437,19.776383900826396,340.99623156415,7382.900718930641,21.084835752681474,4.193305175621603,2247.661883812189,20.84840706213591,863.978019811211,468919.55708528793,187.0912809111138,4533.897141998738,272811.64619235037,153308591.79749545,2517.779304927947,42153.423028389225,1479448.559825546,116484768.53491248,69620552840.63925,45249.61644444145,579861.7384412598,14034045.620389868,644955359.3398552,62668467590.1192,40540826396929.79
O1,-15.3,1740,25,1.000000000005073,0.16428511917544047,0.8264674119411108,7.641560006550695,107.22232695153886,2019.7243861565064,47565.02653691692,84.86580054706943,29.064780444742375,15329.90421831967,158.97012812137226,8419.343168376796,4481283.241293881,1568.7453483691118,48859.25313555944,3457255.346011649,1881348076.3426576,23090.2180240556,502061.3837957748,20918080.75065141,1852143907.345376,1049716385099.5657,451861.6090256336,7593211.595838249,220768542.68268797,11545223522.681574,1226911096710.5808,734666249853930.2
O1,-15.3,1740,50,0.9999999999822455,0.46053802661020504,2.8248036580216525,31.50838028523898,522.9936438679545,11476.96640257871,311031.28585433756,237.903033682165,163.27038781729172,85138.97496981849,1085.3581307810161,80402.4883842911,42155601.35779574,12886.656312089912,569317.1876044476,51490099.07151726,27359646094.178684,224342.38632963586,7068593.412894029,382702635.1559818,40910940790.19017,22294556046876.367,5120255.65226484,127145654.49680834,4908081657.209622,315545957830.53827,38933313220519.21,2.198817426567871e+16
O1,-15.3,1740,75,1.0000000020611743,0.782141178976837,5.655417133408904,73.04390137799079,1375.0866675011875,33683.65931328632,1006168.956602956,404.03560380451154,427.59599740380196,222064.12736256415,3349.982222611896,304436.13480249775,158701810.68445763,46055.10575483472,2545388.1142590228,270514806.69089633,142472514150.45923,910196.593394498,36677900.41855642,2380952634.1358514,290055162131.25134,155802455280602.56,23214169.222464725,751262088.38908,35543513154.04921,2657424667930.9204,365228087581520.56,2.0179675206818035e+17
O1,-15.3,1740,100,0.9999999965606106,1.0881812184279678,8.911331217338109,127.9146257765771,2628.5029942366255,69346.74395851183,2208159.011796537,562.1286401553622,793.2522546364239,411161.09287790157,7038.789212859398,729487.1381509746,379204689.0917237,107543.99602360939,6915034.789236647,818900236.0661086,429429576955.8114,2320531.271341608,110868223.50664759,8183711021.679898,1091577639573.7715,582241714094242.0,63744555.71935191,2482756772.253425,136150554681.83705,11373119073530.178,1688141939772233.2,9.22769508755056e+17
O1,-15.3,1740,250,1.0000004488561387,2.3541100136737487,26.970625374900397,503.17304776881195,12703.064835926109,395969.59085460403,14479586.054850958,1216.0774096465768,3476.0818598383207,1795910.2113921037,43094.465987910145,6131463.395923283,3171547376.1136513,853731.1750622854,81231659.2750992,12664931567.371695,6590993617519.3545,22567889.721028924,1688435380.13726,177113455361.82587,30067732347858.35,1.5840983986863252e+16,729714368.4977521,46290815485.95171,3823896541937.838,439094747507470.7,8.066973527388002e+16,4.3261052305269965e+19
O1,-15.3,1740,500,1.0000014829355421,3.277911737385979,43.63529806449853,905.5528918082606,24733.70332095724,819389.6375491786,31458175.733957272,1693.2908156462672,6607.392874601039,3410088.7640378033,94976.23810356425,15626071.002487628,8068888741.794204,2087211.6731771643,239662404.153879,42633754357.47834,22127624195764.215,59513980.87293617,5515391204.6964445,689478235888.1501,132023180960673.95,6.925349847430887e+16,2038662645.3608494,162748948252.99936,16459081752022.605,2227817788568478.2,4.5704544524758464e+17,2.434532429687023e+20
O1,-15.3,1740,1000,1.0000004403534566,3.9397386282284206,56.89262401993009,1247.427168476693,35444.16493803587,1209911.4305679782,47560012.79058653,2035.175835429548,9450.07301093072,4874512.801697537,147096.35925927505,26345247.258992456,13591633910.226791,3408474.197766724,436934929.79560393,84054268022.3016,43563390680087.34,100897230.90351762,10585839905.687496,1468241923073.02,302261463571458.2,1.5818992675475632e+17,3554117452.0837097,323771959152.4248,36854469596012.61,5504024128094699.0,1.2076901498856763e+18,6.410280244285782e+20
O1,-15.3,1740,5000,0.9999994759875547,4.6085302018800745,71.18231315262018,1630.9386365195662,47801.581981487114,1670105.5548468223,66851459.45104071,2380.65798799348,12824.661171255388,6612122.493819809,213122.39672415343,41151592.424134046,21214106440.243626,5150396.823903668,727525454.1746092,150081075634.8016,77691434125785.1,156967717.08066395,18354194995.53275,2791002115227.7925,613200508384262.9,3.2031735890217024e+17,5648946189.041854,577087868818.6099,72860557420103.73,1.1875094390961868e+16,2.7687968903555743e+18,1.465415863421931e+21
